dataset,sample_idx,var,n_chunks
single,53,c4ann,8
single,53,c3per,8
single,53,urban,8
single,53,secmb,8
single,53,secma,8
single,53,secdn,8
single,53,c3ann,8
single,53,c3nfx,8
single,53,number_of_people,8
single,53,kg_class,8
single,53,weighted_PCT_SAND,4
single,53,weighted_PCT_CLAY,4
single,53,weighted_ORGANIC,4
single,53,SLOPE,4
single,53,ASPECT,4
single,53,elevation,4
single,53,LULC_states,12
single,54,secdf,8
single,54,range,8
single,54,primf,8
single,54,pastr,8
single,54,c4per,8
single,54,primn,8
single,54,c4ann,8
single,54,c3per,8
single,54,secma,8
single,54,urban,8
single,54,secdn,8
single,54,secmb,8
single,54,c3ann,8
single,54,c3nfx,8
single,54,number_of_people,8
single,54,kg_class,8
single,54,weighted_PCT_SAND,4
single,54,weighted_PCT_CLAY,4
single,54,SLOPE,4
single,54,weighted_ORGANIC,4
single,54,ASPECT,4
single,54,elevation,4
single,54,LULC_states,12
single,55,secdf,4
single,55,primn,4
single,55,primf,4
single,55,pastr,4
single,55,range,4
single,55,c4per,4
single,55,c3per,4
single,55,c4ann,4
single,55,urban,4
single,55,secmb,4
single,55,secma,4
single,55,c3ann,4
single,55,c3nfx,4
single,55,secdn,4
single,55,number_of_people,4
single,55,kg_class,4
single,55,weighted_PCT_SAND,2
single,55,weighted_PCT_CLAY,2
single,55,weighted_ORGANIC,2
single,55,SLOPE,2
single,55,elevation,2
single,55,ASPECT,2
single,55,LULC_states,6
single,56,secdf,4
single,56,range,4
single,56,primn,4
single,56,primf,4
single,56,pastr,4
single,56,c3per,4
single,56,c4per,4
single,56,c4ann,4
single,56,urban,4
single,56,secmb,4
single,56,secma,4
single,56,c3ann,4
single,56,secdn,4
single,56,c3nfx,4
single,56,number_of_people,4
single,56,kg_class,4
single,56,weighted_PCT_SAND,2
single,56,weighted_PCT_CLAY,2
single,56,SLOPE,2
single,56,weighted_ORGANIC,2
single,56,elevation,2
single,56,ASPECT,2
single,56,LULC_states,6
single,57,secdf,4
single,57,range,4
single,57,primn,4
single,57,primf,4
single,57,c4per,4
single,57,pastr,4
single,57,c4ann,4
single,57,c3per,4
single,57,urban,4
single,57,secmb,4
single,57,secma,4
single,57,secdn,4
single,57,c3nfx,4
single,57,c3ann,4
single,57,number_of_people,4
single,57,kg_class,4
single,57,weighted_ORGANIC,2
single,57,weighted_PCT_SAND,2
single,57,weighted_PCT_CLAY,2
single,57,SLOPE,2
single,57,elevation,2
single,57,ASPECT,2
single,57,LULC_states,6
single,58,secdf,8
single,58,range,8
single,58,primn,8
single,58,primf,8
single,58,pastr,8
single,58,c4per,8
single,58,c4ann,8
single,58,c3per,8
single,58,urban,8
single,58,secmb,8
single,58,secma,8
single,58,c3nfx,8
single,58,secdn,8
single,58,c3ann,8
single,58,number_of_people,8
single,58,kg_class,8
single,58,weighted_PCT_SAND,4
single,58,weighted_PCT_CLAY,4
single,58,weighted_ORGANIC,4
single,58,elevation,4
single,58,SLOPE,4
single,58,ASPECT,4
single,58,LULC_states,12
single,59,range,4
single,59,secdf,4
single,59,primn,4
single,59,c4per,4
single,59,c4ann,4
single,59,primf,4
single,59,c3per,4
single,59,pastr,4
single,59,urban,4
single,59,secmb,4
single,59,secma,4
single,59,secdn,4
single,59,c3nfx,4
single,59,c3ann,4
single,59,number_of_people,4
single,59,kg_class,4
single,59,weighted_PCT_CLAY,2
single,59,weighted_ORGANIC,2
single,59,SLOPE,2
single,59,weighted_PCT_SAND,2
single,59,ASPECT,2
single,59,elevation,2
single,59,LULC_states,6
single,60,secdf,4
single,60,range,4
single,60,primn,4
single,60,primf,4
single,60,pastr,4
single,60,c4per,4
single,60,c4ann,4
single,60,c3per,4
single,60,urban,4
single,60,secmb,4
single,60,secma,4
single,60,secdn,4
single,60,c3nfx,4
single,60,c3ann,4
single,60,number_of_people,4
single,60,kg_class,4
single,60,weighted_PCT_SAND,2
single,60,weighted_PCT_CLAY,2
single,60,weighted_ORGANIC,2
single,60,SLOPE,2
single,60,ASPECT,2
single,60,elevation,2
single,60,LULC_states,6
single,61,secdf,4
single,61,range,4
single,61,primn,4
single,61,primf,4
single,61,c4ann,4
single,61,c4per,4
single,61,c3per,4
single,61,pastr,4
single,61,secmb,4
single,61,urban,4
single,61,secma,4
single,61,secdn,4
single,61,c3ann,4
single,61,c3nfx,4
single,61,number_of_people,4
single,61,kg_class,4
single,61,weighted_PCT_SAND,2
single,61,weighted_PCT_CLAY,2
single,61,weighted_ORGANIC,2
single,61,SLOPE,2
single,61,elevation,2
single,61,ASPECT,2
single,61,LULC_states,6
single,62,secdf,8
single,62,range,8
single,62,primn,8
single,62,c4per,8
single,62,primf,8
single,62,pastr,8
single,62,c3per,8
single,62,c4ann,8
single,62,urban,8
single,62,secma,8
single,62,secmb,8
single,62,c3ann,8
single,62,secdn,8
single,62,c3nfx,8
single,62,number_of_people,8
single,62,kg_class,8
single,62,weighted_PCT_SAND,4
single,62,weighted_PCT_CLAY,4
single,62,SLOPE,4
single,62,weighted_ORGANIC,4
single,62,elevation,4
single,62,ASPECT,4
single,62,LULC_states,12
single,63,secdf,4
single,63,range,4
single,63,primn,4
single,63,primf,4
single,63,c4per,4
single,63,c3per,4
single,63,c4ann,4
single,63,pastr,4
single,63,urban,4
single,63,secmb,4
single,63,secma,4
single,63,secdn,4
single,63,c3nfx,4
single,63,c3ann,4
single,63,number_of_people,4
single,63,kg_class,4
single,63,weighted_PCT_SAND,2
single,63,weighted_PCT_CLAY,2
single,63,weighted_ORGANIC,2
single,63,SLOPE,2
single,63,elevation,2
single,63,ASPECT,2
single,63,LULC_states,6
single,64,secdf,4
single,64,range,4
single,64,primn,4
single,64,primf,4
single,64,pastr,4
single,64,c3per,4
single,64,c4per,4
single,64,c4ann,4
single,64,secmb,4
single,64,secma,4
single,64,urban,4
single,64,secdn,4
single,64,c3nfx,4
single,64,c3ann,4
single,64,number_of_people,4
single,64,kg_class,4
single,64,weighted_ORGANIC,2
single,64,weighted_PCT_SAND,2
single,64,weighted_PCT_CLAY,2
single,64,SLOPE,2
single,64,elevation,2
single,64,ASPECT,2
single,64,LULC_states,6
single,65,secdf,4
single,65,range,4
single,65,primn,4
single,65,primf,4
single,65,c4per,4
single,65,pastr,4
single,65,c3per,4
single,65,c4ann,4
single,65,urban,4
single,65,secmb,4
single,65,secma,4
single,65,secdn,4
single,65,c3nfx,4
single,65,c3ann,4
single,65,number_of_people,4
single,65,kg_class,4
single,65,weighted_PCT_SAND,2
single,65,weighted_ORGANIC,2
single,65,weighted_PCT_CLAY,2
single,65,SLOPE,2
single,65,elevation,2
single,65,ASPECT,2
single,65,LULC_states,6
single,66,secdf,4
single,66,range,4
single,66,primn,4
single,66,primf,4
single,66,pastr,4
single,66,c4ann,4
single,66,c4per,4
single,66,urban,4
single,66,c3per,4
single,66,secmb,4
single,66,secma,4
single,66,secdn,4
single,66,c3nfx,4
single,66,c3ann,4
single,66,number_of_people,4
single,66,kg_class,4
single,66,weighted_PCT_SAND,2
single,66,weighted_PCT_CLAY,2
single,66,weighted_ORGANIC,2
single,66,elevation,2
single,66,SLOPE,2
single,66,ASPECT,2
single,66,LULC_states,6
single,67,secdf,4
single,67,range,4
single,67,primf,4
single,67,primn,4
single,67,pastr,4
single,67,c4ann,4
single,67,c4per,4
single,67,c3per,4
single,67,urban,4
single,67,secmb,4
single,67,secma,4
single,67,secdn,4
single,67,c3nfx,4
single,67,c3ann,4
single,67,number_of_people,4
single,67,kg_class,4
single,67,weighted_PCT_SAND,2
single,67,weighted_PCT_CLAY,2
single,67,weighted_ORGANIC,2
single,67,elevation,2
single,67,SLOPE,2
single,67,ASPECT,2
single,67,LULC_states,6
single,68,secdf,2
single,68,range,2
single,68,primn,2
single,68,primf,2
single,68,pastr,2
single,68,c4per,2
single,68,c4ann,2
single,68,c3per,2
single,68,urban,2
single,68,secmb,2
single,68,c3nfx,2
single,68,secma,2
single,68,secdn,2
single,68,c3ann,2
single,68,number_of_people,2
single,68,kg_class,2
single,68,weighted_PCT_SAND,1
single,68,weighted_PCT_CLAY,1
single,68,weighted_ORGANIC,1
single,68,SLOPE,1
single,68,elevation,1
single,68,ASPECT,1
single,68,LULC_states,3
single,69,secdf,4
single,69,range,4
single,69,primn,4
single,69,primf,4
single,69,pastr,4
single,69,c4per,4
single,69,c4ann,4
single,69,c3per,4
single,69,secmb,4
single,69,urban,4
single,69,secma,4
single,69,secdn,4
single,69,c3nfx,4
single,69,c3ann,4
single,69,number_of_people,4
single,69,kg_class,4
single,69,weighted_PCT_SAND,2
single,69,weighted_ORGANIC,2
single,69,weighted_PCT_CLAY,2
single,69,elevation,2
single,69,SLOPE,2
single,69,ASPECT,2
single,69,LULC_states,6
single,70,secdf,2
single,70,range,2
single,70,primn,2
single,70,primf,2
single,70,c4per,2
single,70,pastr,2
single,70,c4ann,2
single,70,urban,2
single,70,c3per,2
single,70,secma,2
single,70,secdn,2
single,70,secmb,2
single,70,c3ann,2
single,70,c3nfx,2
single,70,number_of_people,2
single,70,kg_class,2
single,70,weighted_PCT_SAND,1
single,70,weighted_PCT_CLAY,1
single,70,weighted_ORGANIC,1
single,70,SLOPE,1
single,70,elevation,1
single,70,ASPECT,1
single,70,LULC_states,3
single,71,secdf,4
single,71,range,4
single,71,primn,4
single,71,primf,4
single,71,pastr,4
single,71,c4per,4
single,71,c4ann,4
single,71,c3per,4
single,71,urban,4
single,71,secmb,4
single,71,secma,4
single,71,secdn,4
single,71,c3nfx,4
single,71,c3ann,4
single,71,number_of_people,4
single,71,kg_class,4
single,71,weighted_PCT_SAND,2
single,71,weighted_PCT_CLAY,2
single,71,weighted_ORGANIC,2
single,71,SLOPE,2
single,71,elevation,2
single,71,ASPECT,2
single,71,LULC_states,6
single,72,secdf,4
single,72,range,4
single,72,primf,4
single,72,primn,4
single,72,pastr,4
single,72,c4per,4
single,72,c3per,4
single,72,urban,4
single,72,c4ann,4
single,72,secmb,4
single,72,secma,4
single,72,c3nfx,4
single,72,secdn,4
single,72,c3ann,4
single,72,number_of_people,4
single,72,kg_class,4
single,72,weighted_PCT_SAND,2
single,72,weighted_PCT_CLAY,2
single,72,weighted_ORGANIC,2
single,72,SLOPE,2
single,72,elevation,2
single,72,ASPECT,2
single,72,LULC_states,6
single,73,secdf,8
single,73,range,8
single,73,c4per,8
single,73,primn,8
single,73,primf,8
single,73,c4ann,8
single,73,c3per,8
single,73,pastr,8
single,73,secmb,8
single,73,urban,8
single,73,secma,8
single,73,secdn,8
single,73,c3nfx,8
single,73,c3ann,8
single,73,number_of_people,8
single,73,kg_class,8
single,73,weighted_PCT_SAND,4
single,73,weighted_PCT_CLAY,4
single,73,weighted_ORGANIC,4
single,73,SLOPE,4
single,73,elevation,4
single,73,ASPECT,4
single,73,LULC_states,12
single,74,secdf,2
single,74,range,2
single,74,primn,2
single,74,primf,2
single,74,pastr,2
single,74,c4per,2
single,74,c4ann,2
single,74,c3per,2
single,74,urban,2
single,74,secmb,2
single,74,secma,2
single,74,secdn,2
single,74,c3nfx,2
single,74,c3ann,2
single,74,number_of_people,2
single,74,kg_class,2
single,74,weighted_PCT_SAND,1
single,74,weighted_PCT_CLAY,1
single,74,SLOPE,1
single,74,weighted_ORGANIC,1
single,74,elevation,1
single,74,ASPECT,1
single,74,LULC_states,3
single,75,secdf,4
single,75,range,4
single,75,primn,4
single,75,c4per,4
single,75,pastr,4
single,75,primf,4
single,75,c4ann,4
single,75,c3per,4
single,75,urban,4
single,75,secma,4
single,75,secmb,4
single,75,secdn,4
single,75,c3nfx,4
single,75,c3ann,4
single,75,number_of_people,4
single,75,kg_class,4
single,75,weighted_PCT_SAND,2
single,75,weighted_PCT_CLAY,2
single,75,weighted_ORGANIC,2
single,75,elevation,2
single,75,ASPECT,2
single,75,SLOPE,2
single,75,LULC_states,6
single,76,secdf,4
single,76,range,4
single,76,primf,4
single,76,primn,4
single,76,pastr,4
single,76,c4per,4
single,76,c4ann,4
single,76,c3per,4
single,76,urban,4
single,76,secmb,4
single,76,secma,4
single,76,secdn,4
single,76,c3nfx,4
single,76,c3ann,4
single,76,number_of_people,4
single,76,kg_class,4
single,76,weighted_PCT_SAND,2
single,76,weighted_PCT_CLAY,2
single,76,weighted_ORGANIC,2
single,76,SLOPE,2
single,76,elevation,2
single,76,ASPECT,2
single,76,LULC_states,6
single,77,secdf,2
single,77,range,2
single,77,primn,2
single,77,primf,2
single,77,pastr,2
single,77,c4per,2
single,77,c4ann,2
single,77,urban,2
single,77,secma,2
single,77,c3per,2
single,77,secmb,2
single,77,c3nfx,2
single,77,secdn,2
single,77,c3ann,2
single,77,number_of_people,2
single,77,kg_class,2
single,77,weighted_PCT_SAND,1
single,77,weighted_PCT_CLAY,1
single,77,weighted_ORGANIC,1
single,77,SLOPE,1
single,77,elevation,1
single,77,ASPECT,1
single,77,LULC_states,3
single,78,secdf,2
single,78,range,2
single,78,primn,2
single,78,pastr,2
single,78,primf,2
single,78,c4per,2
single,78,c4ann,2
single,78,c3per,2
single,78,urban,2
single,78,secmb,2
single,78,secdn,2
single,78,secma,2
single,78,c3nfx,2
single,78,c3ann,2
single,78,number_of_people,2
single,78,kg_class,2
single,78,weighted_PCT_SAND,1
single,78,weighted_PCT_CLAY,1
single,78,SLOPE,1
single,78,weighted_ORGANIC,1
single,78,elevation,1
single,78,ASPECT,1
single,78,LULC_states,3
single,79,secdf,2
single,79,range,2
single,79,primn,2
single,79,primf,2
single,79,c4per,2
single,79,c4ann,2
single,79,pastr,2
single,79,c3per,2
single,79,urban,2
single,79,secmb,2
single,79,secma,2
single,79,secdn,2
single,79,c3nfx,2
single,79,c3ann,2
single,79,number_of_people,2
single,79,kg_class,2
single,79,weighted_PCT_SAND,1
single,79,weighted_PCT_CLAY,1
single,79,weighted_ORGANIC,1
single,79,SLOPE,1
single,79,elevation,1
single,79,ASPECT,1
single,79,LULC_states,3
single,80,secdf,8
single,80,range,8
single,80,primn,8
single,80,c4per,8
single,80,primf,8
single,80,c4ann,8
single,80,pastr,8
single,80,urban,8
single,80,c3per,8
single,80,secdn,8
single,80,secmb,8
single,80,secma,8
single,80,c3nfx,8
single,80,c3ann,8
single,80,number_of_people,8
single,80,kg_class,8
single,80,weighted_PCT_SAND,4
single,80,weighted_PCT_CLAY,4
single,80,weighted_ORGANIC,4
single,80,SLOPE,4
single,80,elevation,4
single,80,ASPECT,4
single,80,LULC_states,12
single,81,secdf,4
single,81,range,4
single,81,primn,4
single,81,primf,4
single,81,pastr,4
single,81,c4per,4
single,81,c4ann,4
single,81,urban,4
single,81,secmb,4
single,81,c3per,4
single,81,secma,4
single,81,secdn,4
single,81,c3nfx,4
single,81,c3ann,4
single,81,number_of_people,4
single,81,kg_class,4
single,81,weighted_ORGANIC,2
single,81,weighted_PCT_CLAY,2
single,81,weighted_PCT_SAND,2
single,81,elevation,2
single,81,SLOPE,2
single,81,ASPECT,2
single,81,LULC_states,6
single,82,secdf,8
single,82,range,8
single,82,primn,8
single,82,primf,8
single,82,c4per,8
single,82,pastr,8
single,82,c4ann,8
single,82,urban,8
single,82,c3per,8
single,82,secmb,8
single,82,secdn,8
single,82,secma,8
single,82,c3nfx,8
single,82,c3ann,8
single,82,number_of_people,8
single,82,kg_class,8
single,82,weighted_PCT_SAND,4
single,82,weighted_PCT_CLAY,4
single,82,weighted_ORGANIC,4
single,82,SLOPE,4
single,82,elevation,4
single,82,ASPECT,4
single,82,LULC_states,12
single,83,secdf,4
single,83,primn,4
single,83,range,4
single,83,primf,4
single,83,c4per,4
single,83,pastr,4
single,83,c4ann,4
single,83,c3per,4
single,83,urban,4
single,83,secmb,4
single,83,secma,4
single,83,secdn,4
single,83,c3nfx,4
single,83,c3ann,4
single,83,number_of_people,4
single,83,kg_class,4
single,83,weighted_PCT_SAND,2
single,83,weighted_PCT_CLAY,2
single,83,SLOPE,2
single,83,elevation,2
single,83,weighted_ORGANIC,2
single,83,ASPECT,2
single,83,LULC_states,6
single,84,secdf,2
single,84,range,2
single,84,primn,2
single,84,primf,2
single,84,pastr,2
single,84,c4per,2
single,84,c4ann,2
single,84,c3per,2
single,84,urban,2
single,84,secmb,2
single,84,secma,2
single,84,secdn,2
single,84,c3nfx,2
single,84,c3ann,2
single,84,number_of_people,2
single,84,kg_class,2
single,84,weighted_PCT_SAND,1
single,84,weighted_PCT_CLAY,1
single,84,weighted_ORGANIC,1
single,84,SLOPE,1
single,84,elevation,1
single,84,ASPECT,1
single,84,LULC_states,3
single,85,secdf,2
single,85,range,2
single,85,primn,2
single,85,primf,2
single,85,c4per,2
single,85,pastr,2
single,85,c4ann,2
single,85,c3per,2
single,85,urban,2
single,85,secmb,2
single,85,secma,2
single,85,secdn,2
single,85,c3nfx,2
single,85,c3ann,2
single,85,number_of_people,2
single,85,kg_class,2
single,85,weighted_PCT_SAND,1
single,85,weighted_PCT_CLAY,1
single,85,weighted_ORGANIC,1
single,85,SLOPE,1
single,85,elevation,1
single,85,ASPECT,1
single,85,LULC_states,3
single,86,secdf,4
single,86,range,4
single,86,primn,4
single,86,primf,4
single,86,pastr,4
single,86,c4per,4
single,86,c4ann,4
single,86,c3per,4
single,86,urban,4
single,86,secmb,4
single,86,secma,4
single,86,secdn,4
single,86,c3nfx,4
single,86,c3ann,4
single,86,number_of_people,4
single,86,kg_class,4
single,86,weighted_PCT_SAND,2
single,86,weighted_PCT_CLAY,2
single,86,weighted_ORGANIC,2
single,86,SLOPE,2
single,86,ASPECT,2
single,86,elevation,2
single,86,LULC_states,6
single,87,secdf,4
single,87,range,4
single,87,primn,4
single,87,pastr,4
single,87,primf,4
single,87,urban,4
single,87,c4ann,4
single,87,c4per,4
single,87,c3per,4
single,87,secma,4
single,87,secmb,4
single,87,secdn,4
single,87,c3nfx,4
single,87,c3ann,4
single,87,number_of_people,4
single,87,kg_class,4
single,87,weighted_PCT_SAND,2
single,87,weighted_PCT_CLAY,2
single,87,weighted_ORGANIC,2
single,87,SLOPE,2
single,87,ASPECT,2
single,87,elevation,2
single,87,LULC_states,6
single,88,primn,2
single,88,secdf,2
single,88,range,2
single,88,primf,2
single,88,c4per,2
single,88,pastr,2
single,88,c4ann,2
single,88,urban,2
single,88,secmb,2
single,88,c3per,2
single,88,secma,2
single,88,secdn,2
single,88,c3nfx,2
single,88,c3ann,2
single,88,number_of_people,2
single,88,kg_class,2
single,88,weighted_ORGANIC,1
single,88,weighted_PCT_CLAY,1
single,88,weighted_PCT_SAND,1
single,88,elevation,1
single,88,SLOPE,1
single,88,ASPECT,1
single,88,LULC_states,3
single,89,secdf,2
single,89,range,2
single,89,primn,2
single,89,primf,2
single,89,pastr,2
single,89,c4per,2
single,89,c4ann,2
single,89,c3per,2
single,89,urban,2
single,89,secmb,2
single,89,secma,2
single,89,c3nfx,2
single,89,secdn,2
single,89,c3ann,2
single,89,number_of_people,2
single,89,kg_class,2
single,89,weighted_PCT_SAND,1
single,89,weighted_PCT_CLAY,1
single,89,weighted_ORGANIC,1
single,89,SLOPE,1
single,89,elevation,1
single,89,ASPECT,1
single,89,LULC_states,3
single,90,range,4
single,90,secdf,4
single,90,primn,4
single,90,primf,4
single,90,pastr,4
single,90,c4per,4
single,90,c4ann,4
single,90,urban,4
single,90,secmb,4
single,90,c3per,4
single,90,secma,4
single,90,secdn,4
single,90,c3nfx,4
single,90,c3ann,4
single,90,number_of_people,4
single,90,kg_class,4
single,90,weighted_PCT_SAND,2
single,90,weighted_PCT_CLAY,2
single,90,weighted_ORGANIC,2
single,90,SLOPE,2
single,90,elevation,2
single,90,ASPECT,2
single,90,LULC_states,6
single,91,secdf,8
single,91,primf,8
single,91,range,8
single,91,pastr,8
single,91,c4per,8
single,91,primn,8
single,91,c3per,8
single,91,secmb,8
single,91,c4ann,8
single,91,urban,8
single,91,secma,8
single,91,secdn,8
single,91,c3nfx,8
single,91,c3ann,8
single,91,number_of_people,8
single,91,kg_class,8
single,91,weighted_PCT_SAND,4
single,91,weighted_PCT_CLAY,4
single,91,weighted_ORGANIC,4
single,91,SLOPE,4
single,91,elevation,4
single,91,ASPECT,4
single,91,LULC_states,12
single,92,secdf,4
single,92,range,4
single,92,primn,4
single,92,primf,4
single,92,pastr,4
single,92,c4per,4
single,92,c4ann,4
single,92,c3per,4
single,92,urban,4
single,92,secmb,4
single,92,secdn,4
single,92,secma,4
single,92,c3nfx,4
single,92,c3ann,4
single,92,number_of_people,4
single,92,kg_class,4
single,92,weighted_PCT_SAND,2
single,92,weighted_PCT_CLAY,2
single,92,weighted_ORGANIC,2
single,92,SLOPE,2
single,92,elevation,2
single,92,ASPECT,2
single,92,LULC_states,6
single,93,secdf,2
single,93,range,2
single,93,primn,2
single,93,primf,2
single,93,pastr,2
single,93,c4per,2
single,93,c4ann,2
single,93,c3per,2
single,93,urban,2
single,93,secdn,2
single,93,secma,2
single,93,c3nfx,2
single,93,c3ann,2
single,93,secmb,2
single,93,number_of_people,2
single,93,kg_class,2
single,93,weighted_PCT_SAND,1
single,93,weighted_PCT_CLAY,1
single,93,weighted_ORGANIC,1
single,93,SLOPE,1
single,93,elevation,1
single,93,ASPECT,1
single,93,LULC_states,3
single,94,secdf,8
single,94,range,8
single,94,primn,8
single,94,primf,8
single,94,pastr,8
single,94,c4ann,8
single,94,c4per,8
single,94,urban,8
single,94,c3per,8
single,94,secma,8
single,94,secmb,8
single,94,secdn,8
single,94,c3ann,8
single,94,c3nfx,8
single,94,number_of_people,8
single,94,kg_class,8
single,94,weighted_PCT_SAND,4
single,94,weighted_PCT_CLAY,4
single,94,weighted_ORGANIC,4
single,94,SLOPE,4
single,94,ASPECT,4
single,94,elevation,4
single,94,LULC_states,12
single,95,secdf,4
single,95,primn,4
single,95,primf,4
single,95,c4ann,4
single,95,range,4
single,95,c3per,4
single,95,c4per,4
single,95,pastr,4
single,95,secmb,4
